metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	100	-23.18	95.61	53.88	22	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	85	-24.56	96.88	55.84	22	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	238	-24.00	95.73	55.14	27	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	225	-26.40	97.45	58.46	27	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	289	-22.66	96.98	52.65	37	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	28	-26.33	95.10	58.81	10	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	34	-25.84	94.94	58.32	11	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	342	-25.80	96.16	58.30	36	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	281	-24.22	96.79	55.11	35	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	1	-27.00	85.96	57.00	1	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	1	-6.00	95.83	24.00	1	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	1	-18.00	97.67	43.00	1	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	1	-14.00	96.97	33.00	1	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	1	-35.00	88.57	70.00	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	99	-19.70	98.20	48.33	8	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	54	-19.39	93.46	49.73	8	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	54	-20.35	99.26	48.81	2	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	138	-21.73	92.24	54.90	8	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	48	-18.88	99.45	46.02	1	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	85	-18.98	99.19	46.41	4	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	58	-19.58	93.93	50.12	9	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	72	-18.68	98.10	46.42	7	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	50	-19.42	99.76	46.64	2	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	172	-20.97	95.26	51.66	11	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	12	-21.73	96.46	52.82	4	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	13	-22.33	95.71	54.08	5	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	181	-22.29	95.84	53.62	9	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type III, GlnN (EC 6.3.1.2)	120	-20.10	96.11	49.45	7	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	130	-25.11	95.76	58.71	13	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	35	-22.77	96.71	55.00	6	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	48	-21.17	95.40	52.79	11	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	174	-25.18	96.56	58.96	12	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	123	-26.96	98.22	61.05	8	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	38	-22.08	96.61	53.69	10	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	62	-23.33	96.51	55.49	9	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	86	-21.53	95.68	52.86	11	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	131	-28.47	97.59	63.76	6	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	127	-23.24	96.74	55.36	13	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	16	-22.94	93.31	55.88	6	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	24	-23.80	94.31	56.68	7	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	158	-25.58	97.56	59.18	9	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(I)	104	-23.91	96.69	56.21	10	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	71	-23.89	93.86	58.00	3	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	22	-30.82	96.42	68.55	2	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	28	-19.75	89.36	53.18	5	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	97	-23.43	92.61	58.08	9	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	89	-28.64	96.23	65.34	3	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	22	-18.32	90.27	49.82	5	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	26	-30.88	96.34	68.73	2	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	71	-24.27	93.23	59.10	4	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	83	-27.08	95.98	62.69	3	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	69	-25.82	94.78	61.51	6	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	13	-23.00	91.42	58.23	3	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	16	-22.50	92.61	57.12	4	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	71	-25.03	94.28	60.34	7	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	74	-22.88	93.68	56.49	6	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	109	-24.13	97.46	57.70	15	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	37	-21.75	96.41	54.29	13	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	32	-24.13	97.75	57.90	13	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	132	-23.34	95.58	57.58	18	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	78	-20.93	98.04	52.06	16	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	30	-20.04	98.27	50.85	13	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	30	-22.33	93.28	55.93	14	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	81	-22.40	97.92	54.51	15	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	99	-25.96	98.09	60.69	15	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	133	-21.13	95.25	53.44	26	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	18	-19.94	95.21	51.71	9	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	22	-18.60	96.35	48.75	8	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	158	-23.12	94.89	57.18	26	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	105	-20.54	95.31	52.66	19	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	369	-24.12	90.05	59.09	17	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	95	-21.91	90.39	55.21	13	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	116	-24.10	91.32	58.55	11	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	456	-25.73	90.34	61.77	16	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	289	-23.77	90.07	58.44	15	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	99	-21.85	90.67	54.98	11	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	110	-23.92	89.77	59.28	16	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	273	-23.30	91.08	57.20	15	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	318	-26.18	90.39	62.66	18	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	375	-21.98	89.35	55.67	21	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	55	-24.67	90.31	60.51	9	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	55	-29.11	91.73	67.34	7	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	431	-23.54	88.61	59.12	21	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	315	-22.53	89.28	56.75	18	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	ammonium/methylammonium permease	1	-8.00	70.00	40.00	1	
4698560.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	134	-24.04	94.72	56.34	14	
4698570.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	36	-18.85	90.03	50.12	13	
4698546.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	47	-24.89	93.18	58.22	14	
4698578.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	123	-23.24	89.49	56.89	18	
4698553.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	91	-24.69	96.45	55.72	9	
4698542.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	44	-20.27	93.85	49.98	13	
4698574.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	44	-21.86	90.50	54.44	13	
4698551.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	70	-22.94	95.12	53.37	11	
4698569.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	88	-26.66	95.77	59.73	12	
4698548.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	162	-20.37	90.74	52.10	21	
4698554.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	20	-22.50	91.46	54.55	6	
4698562.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	27	-23.35	91.31	56.27	10	
4698582.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	154	-21.61	90.64	54.04	23	
4698577.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	113	-20.91	91.83	52.19	19	
4698560.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	4	-18.00	72.65	59.75	2	
4698546.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	4	-24.50	76.94	66.75	1	
4698578.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	19	-14.11	78.20	47.32	5	
4698542.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	2	-27.00	79.45	73.00	1	
4698551.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	5	-7.20	78.41	33.40	2	
4698569.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	2	-15.00	84.66	44.50	2	
4698554.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	2	-24.50	76.83	70.00	1	
4698562.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	2	-24.00	78.79	66.00	1	
4698577.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, ATP-binding protein	1	-26.00	80.30	66.00	1	
4698560.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	8	-20.88	82.33	57.88	2	
4698546.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	1	-13.00	76.74	43.00	1	
4698578.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	18	-23.38	86.34	59.00	4	
4698553.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	1	-5.00	72.41	29.00	1	
4698542.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	1	-27.00	76.39	72.00	1	
4698551.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	8	-13.71	87.40	42.14	2	
4698569.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	1	-5.00	73.33	30.00	1	
4698548.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	3	-18.00	86.49	48.67	1	
4698554.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	1	-5.00	92.31	26.00	1	
4698582.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	3	-16.33	86.60	47.00	1	
4698577.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, permease protein	1	-19.00	91.67	48.00	1	
4698560.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	26	-18.00	82.20	51.53	3	
4698546.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	18	-26.36	86.33	62.79	3	
4698578.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	45	-22.61	82.87	58.72	4	
4698542.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	19	-20.18	85.48	52.73	4	
4698551.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	10	-19.50	84.00	51.00	3	
4698548.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	2	-14.50	71.33	47.50	2	
4698562.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate ABC transporter, substrate binding protein	2	-21.50	69.40	69.00	1	
4698560.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	91	-21.84	94.64	53.58	10	
4698570.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	24	-20.50	95.32	51.78	6	
4698546.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	22	-20.11	93.34	50.74	8	
4698578.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	102	-23.09	91.38	58.06	11	
4698553.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	63	-23.38	94.45	57.02	6	
4698542.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	13	-19.00	96.46	47.92	6	
4698574.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	19	-20.38	94.68	51.81	6	
4698551.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	82	-23.17	94.54	56.83	10	
4698569.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	66	-25.30	94.53	60.37	6	
4698548.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	101	-22.40	94.71	55.62	9	
4698554.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	11	-22.86	92.58	56.57	3	
4698562.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	8	-15.17	94.73	41.67	3	
4698582.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	133	-21.08	96.37	52.24	10	
4698577.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	86	-22.13	95.36	54.68	7	
4698560.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	7	-12.50	64.62	52.60	3	
4698570.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	2	-11.00	61.73	53.00	2	
4698546.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	8	-8.11	65.71	43.78	4	
4698578.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	16	-11.86	64.21	51.05	2	
4698553.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	8	-11.92	65.05	49.92	2	
4698542.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	3	-12.50	62.32	53.00	2	
4698574.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	6	-10.29	65.51	45.72	3	
4698551.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	3	-14.00	63.44	54.33	1	
4698569.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	12	-12.67	64.60	52.53	3	
4698548.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	21	-9.76	67.53	44.38	4	
4698554.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	3	-11.33	62.39	48.33	1	
4698562.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	3	-8.33	63.58	41.00	1	
4698582.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	15	-12.33	64.63	51.78	4	
4698577.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	9	-8.60	66.97	43.60	5	
4698582.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Transcriptional activator similar to cyn operon regulator	1	-9.00	64.00	50.00	1	
4698560.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	8	-18.57	82.80	52.14	4	
4698570.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	15	-19.00	85.11	51.62	8	
4698546.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	3	-16.00	79.29	52.33	1	
4698578.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	68	-19.60	81.36	55.08	9	
4698553.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	4	-10.75	71.99	42.00	3	
4698542.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	3	-16.67	81.12	51.33	1	
4698574.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	17	-23.46	85.05	60.38	6	
4698551.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	4	-21.50	83.08	57.25	4	
4698569.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	3	-8.67	78.79	35.33	2	
4698548.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	27	-15.71	80.97	46.81	8	
4698582.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	35	-15.89	83.17	46.45	6	
4698577.3	Nitrogen Metabolism	-	Denitrification	Copper-containing nitrite reductase (EC 1.7.2.1)	17	-16.13	80.09	49.67	9	
4698548.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide -responding transcriptional regulator NnrR (Crp/Fnr family)	1	-17.00	84.62	52.00	1	
4698582.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide -responding transcriptional regulator NnrR (Crp/Fnr family)	1	-27.00	82.19	73.00	1	
4698577.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide -responding transcriptional regulator NnrR (Crp/Fnr family)	1	-10.00	69.05	42.00	1	
4698570.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	2	-20.00	74.90	63.00	2	
4698546.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	3	-11.50	72.19	46.00	2	
4698553.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	1	-13.00	65.38	52.00	1	
4698542.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	2	-16.00	76.37	53.50	2	
4698574.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	2	-16.50	69.55	59.50	2	
4698569.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	1	-13.00	64.81	54.00	1	
4698582.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorD	2	-15.00	64.69	59.50	2	
4698570.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorQ	1	-14.00	80.00	50.00	1	
4698578.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorQ	2	-16.00	89.42	42.00	2	
4698574.3	Nitrogen Metabolism	-	Denitrification	Nitric oxide reductase activation protein NorQ	1	-12.00	80.00	45.00	1	
4698560.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	1	-23.00	98.04	51.00	1	
4698570.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	3	-9.67	95.66	31.00	3	
4698546.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	2	-22.00	95.12	54.00	2	
4698578.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	1	-5.00	88.46	26.00	1	
4698553.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	2	-21.50	91.04	53.50	2	
4698542.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	1	-13.00	96.97	33.00	1	
4698574.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	3	-18.00	87.96	48.33	2	
4698551.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	1	-29.00	98.36	61.00	1	
4698569.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	1	-33.00	86.59	82.00	1	
4698548.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	3	-29.67	91.09	65.33	3	
4698582.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit B (EC 1.7.99.7)	4	-23.25	93.59	54.00	3	
4698582.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit C (EC 1.7.99.7)	1	-12.00	91.67	36.00	1	
4698577.3	Nitrogen Metabolism	-	Denitrification	Nitric-oxide reductase subunit C (EC 1.7.99.7)	1	-11.00	91.18	34.00	1	
4698560.3	Nitrogen Metabolism	-	Denitrification	Nitrite reductase accessory protein NirV	1	-19.00	65.08	63.00	1	
4698582.3	Nitrogen Metabolism	-	Denitrification	Nitrite reductase accessory protein NirV	1	-9.00	71.05	38.00	1	
4698560.3	Nitrogen Metabolism	-	Denitrification	Nitrous oxide reductase maturation periplasmic protein NosX	4	-8.50	66.99	46.75	1	
4698570.3	Nitrogen Metabolism	-	Denitrification	Nitrous oxide reductase maturation periplasmic protein NosX	2	-8.00	65.94	45.50	1	
